091279903,2726540394,Inna,M,50,nombre y/o apellido no concuerda con ANI
311069918,2726500124,Eleazar Martínez,F,25,Sufragante no encontrado en ANI
271729919,9674438257,Víctor vega,M,28,nombre y/o apellido no concuerda con ANI
110379905,4292973614,Liam rubiano,F,46,nombre y/o apellido no concuerda con ANI
150850000,5912515158,Adara Núñez ,M,19,nombre y/o apellido no concuerda con ANI
884100585,2194290011,Lara ovalle,F,47,nombres y/o apellidos ilegibles
130279901,7386975462,Paken rojas,M,58,nombre y/o apellido no concuerda con ANI
270919801,3833984973,tony rogers,F,57,nombres y/o apellidos ilegibles
270079917,5678282513,Paken rojas,M,64,nombre y/o apellido no concuerda con ANI
160010604,4042837238,Inna,F,47,Sufragante no encontrado en ANI
250199929,1322256147,Paken rojas,M,57,Sufragante no encontrado en ANI
210709903,8471277204,Jimena arrieta,M,42,nombre y/o apellido no concuerda con ANI
250379937,6596334265,Eleazar Martínez,F,19,nombres y/o apellidos ilegibles
480169937,3746018511,Fabio duque,F,36,nombres y/o apellidos ilegibles
280809970,2310298728,Adara Núñez ,M,48,Sufragante no encontrado en ANI
012950105,8934327470,Inna,M,34,Sufragante no encontrado en ANI
280019987,2086123320,Safia  JOHNSON,M,21,Sufragante no encontrado en ANI
250040102,7477841476,tony rogers,M,33,nombres y/o apellidos ilegibles
230319955,4065272543,Adara Núñez ,F,51,Sufragante no encontrado en ANI
230499901,8183906065,Lara ovalle,M,51,nombres y/o apellidos ilegibles
310439918,3436575324,Adara Núñez ,F,20,nombres y/o apellidos ilegibles
110059975,7297426125,Cesar agusto,F,19,Sufragante no encontrado en ANI
160011192,9869440471,Juan García ,F,39,nombres y/o apellidos ilegibles
884351082,7638706622,Mateo casallas,M,58,nombre y/o apellido no concuerda con ANI
130149918,7669117901,Ben rubiano,M,28,nombres y/o apellidos ilegibles
290199901,5005699767,Lara ovalle,F,59,nombres y/o apellidos ilegibles
281009916,7319509381,Eleazar Martínez,F,52,nombres y/o apellidos ilegibles
465209975,6406162547,Eleazar Martínez,M,33,nombre y/o apellido no concuerda con ANI
160011623,4419442641,Radu florinda,M,59,nombres y/o apellidos ilegibles
210010808,8196392865,tony rogers,F,63,Sufragante no encontrado en ANI
010649905,8164415301,Noah rolda,M,28,nombres y/o apellidos ilegibles
520010801,5390687344,Lara ovalle,M,57,nombres y/o apellidos ilegibles
127509910,8397708213,Noah rolda,M,58,Sufragante no encontrado en ANI
480109920,1403564048,Safia  JOHNSON,F,48,nombre y/o apellido no concuerda con ANI
881900586,2362617809,Juan García ,M,54,nombres y/o apellidos ilegibles
122259975,1186453262,Mateo casallas,F,59,nombre y/o apellido no concuerda con ANI
310529901,2477028901,Santiago agudelo,M,63,nombre y/o apellido no concuerda con ANI
310529901,9728127701,Liam rubiano,M,58,nombre y/o apellido no concuerda con ANI
070010306,3986007398,Eleazar Martínez,M,39,Sufragante no encontrado en ANI
230889921,7548078564,Ben rubiano,F,39,Sufragante no encontrado en ANI
210609915,2511845919,Lara ovalle,M,56,nombres y/o apellidos ilegibles
127509970,1267371323,Santiago agudelo,F,33,nombre y/o apellido no concuerda con ANI
160010889,6711638085,Liam rubiano,M,39,nombre y/o apellido no concuerda con ANI
050269936,5342287243,Paken rojas,M,43,nombres y/o apellidos ilegibles
110299905,7781875234,Marta aristizabal,F,54,Sufragante no encontrado en ANI
270459901,9860190574,Fabio duque,F,20,nombre y/o apellido no concuerda con ANI
130100101,6413552696,Zuzen uribe,F,48,nombres y/o apellidos ilegibles
011210604,5113084442,Ben rubiano,F,42,nombre y/o apellido no concuerda con ANI
886850504,1467256622,Santiago agudelo,F,35,nombre y/o apellido no concuerda con ANI
130499919,8901178565,Paken rojas,F,43,Sufragante no encontrado en ANI
540010104,4875793760,Noah rolda,M,33,Sufragante no encontrado en ANI
050760202,5606832793,Juan García ,F,62,nombres y/o apellidos ilegibles
270011501,8774110731,Zuzen uribe,M,45,nombre y/o apellido no concuerda con ANI
091039913,8090810992,Jesús diaz,F,41,nombres y/o apellidos ilegibles
190010105,9196152764,Noah rolda,F,18,Sufragante no encontrado en ANI
012929950,3073520247,Ben rubiano,F,46,Sufragante no encontrado en ANI
311210202,7163924048,Marta aristizabal,M,39,Sufragante no encontrado en ANI
123009996,9013883450,Inna,M,49,nombre y/o apellido no concuerda con ANI
110919930,9532331616,tony rogers,F,23,nombres y/o apellidos ilegibles
882850585,9157841145,Mateo casallas,M,49,nombre y/o apellido no concuerda con ANI
160011506,7550545977,Radu florinda,F,65,Sufragante no encontrado en ANI
271609990,1401554164,Cesar agusto,M,55,nombres y/o apellidos ilegibles
160011916,6392366653,Noah rolda,M,58,nombres y/o apellidos ilegibles
190919905,9920140581,Marta aristizabal,F,62,nombre y/o apellido no concuerda con ANI
230419902,7551243972,Safia  JOHNSON,F,33,nombre y/o apellido no concuerda con ANI
110349901,4400060768,Radu florinda,M,33,nombre y/o apellido no concuerda con ANI
2313999M9,8561685360,tony rogers,M,32,nombre y/o apellido no concuerda con ANI
050289952,1283941378,Adara Núñez ,M,52,nombres y/o apellidos ilegibles
250379913,7441765270,Cesar agusto,M,32,nombres y/o apellidos ilegibles
011660105,5641780782,Liam rubiano,M,44,nombre y/o apellido no concuerda con ANI
072499909,7307938787,Inna,M,26,Sufragante no encontrado en ANI
282209990,2761650445,Noah rolda,M,19,nombres y/o apellidos ilegibles
2313999R3,6285887545,Safia  JOHNSON,M,51,nombres y/o apellidos ilegibles
282609984,3722618252,Eleazar Martínez,F,50,Sufragante no encontrado en ANI
050049935,6186048629,Cesar agusto,M,55,nombres y/o apellidos ilegibles
310190306,7251847345,Zuzen uribe,F,43,Sufragante no encontrado en ANI
260010605,4967652001,Ben rubiano,F,31,Sufragante no encontrado en ANI
090010401,8752974677,tony rogers,F,28,nombre y/o apellido no concuerda con ANI
520359915,9428402010,Radu florinda,M,36,nombre y/o apellido no concuerda con ANI
881200583,7488659314,Fabio duque,M,28,nombre y/o apellido no concuerda con ANI
091279905,1986002039,Eleazar Martínez,M,32,nombre y/o apellido no concuerda con ANI
012959911,3937428288,Radu florinda,M,18,Sufragante no encontrado en ANI
152470206,5094261040,Safia  JOHNSON,F,63,nombre y/o apellido no concuerda con ANI
010011001,1330114492,Noah rolda,M,52,nombres y/o apellidos ilegibles
010350107,3816060338,tony rogers,M,37,Sufragante no encontrado en ANI
190749935,2147317235,Noah rolda,M,35,nombres y/o apellidos ilegibles
290859928,6357789608,Adara Núñez ,F,56,nombre y/o apellido no concuerda con ANI
130100103,2634687364,Marta aristizabal,F,25,Sufragante no encontrado en ANI
280420000,1403392356,Safia  JOHNSON,F,31,nombre y/o apellido no concuerda con ANI
110610002,8065214469,Ben rubiano,F,37,nombres y/o apellidos ilegibles
250229919,5138820470,tony rogers,F,50,Sufragante no encontrado en ANI
010012601,4314873217,Santiago agudelo,F,46,nombre y/o apellido no concuerda con ANI
520489960,8838224371,Inna,F,28,nombres y/o apellidos ilegibles
123009965,5299794099,Noah rolda,M,58,nombres y/o apellidos ilegibles
110559949,1805382815,Inna,M,29,nombre y/o apellido no concuerda con ANI
050419965,9169614708,Marta aristizabal,M,37,Sufragante no encontrado en ANI
883605584,4210435494,Inna,F,24,nombres y/o apellidos ilegibles
270910204,4147422328,Paken rojas,F,65,nombre y/o apellido no concuerda con ANI
311060702,4388469277,Juan García ,M,62,nombre y/o apellido no concuerda con ANI
291099913,6576015746,Juan García ,M,24,Sufragante no encontrado en ANI
210010609,2654852217,Inna,F,50,Sufragante no encontrado en ANI
070799001,7282212888,Fabio duque,F,24,nombre y/o apellido no concuerda con ANI
270190310,5221770769,Cesar agusto,M,44,Sufragante no encontrado en ANI
160011959,5432097577,Cesar agusto,F,38,Sufragante no encontrado en ANI
290010202,5689338709,Ben rubiano,M,56,nombre y/o apellido no concuerda con ANI
230010602,8872059667,Radu florinda,F,30,nombres y/o apellidos ilegibles
010490301,5270599844,Noah rolda,M,34,Sufragante no encontrado en ANI
170279907,6615780552,Marta aristizabal,M,55,nombres y/o apellidos ilegibles
270010303,7150368118,Fabio duque,M,34,nombre y/o apellido no concuerda con ANI
110539903,7785003453,Fabio duque,F,62,Sufragante no encontrado en ANI
210259938,6727469069,Adara Núñez ,F,37,nombres y/o apellidos ilegibles
440050000,2472494239,Noah rolda,F,19,nombres y/o apellidos ilegibles
250199917,3328062456,Noah rolda,M,39,nombre y/o apellido no concuerda con ANI
051270000,2658156908,Paken rojas,F,50,nombre y/o apellido no concuerda con ANI
240860105,7029585618,Radu florinda,M,52,Sufragante no encontrado en ANI
010169801,9315283340,Eleazar Martínez,M,38,nombre y/o apellido no concuerda con ANI
120010503,8012083194,Ben rubiano,F,35,Sufragante no encontrado en ANI
011210506,3370012985,Zuzen uribe,M,58,nombre y/o apellido no concuerda con ANI
291060000,6839823326,Zuzen uribe,F,62,Sufragante no encontrado en ANI
440109993,4563531222,Jimena arrieta,M,45,nombre y/o apellido no concuerda con ANI
012059909,2885080059,Marta aristizabal,M,43,nombres y/o apellidos ilegibles
311000000,1325167502,Noah rolda,M,56,Sufragante no encontrado en ANI
012350101,9108081174,Paken rojas,M,19,nombres y/o apellidos ilegibles
160010625,5498156960,Cesar agusto,F,26,nombre y/o apellido no concuerda con ANI
883300583,5914536391,Paken rojas,F,44,Sufragante no encontrado en ANI
280409801,5934184204,Adara Núñez ,M,33,nombres y/o apellidos ilegibles
290499901,7118819225,Víctor vega,F,62,Sufragante no encontrado en ANI
160011520,4301655419,Jimena arrieta,F,43,nombre y/o apellido no concuerda con ANI
012050203,9635191982,Paken rojas,M,28,nombre y/o apellido no concuerda con ANI
072719910,7283378370,Ben rubiano,F,47,nombre y/o apellido no concuerda con ANI
170220000,5806130450,Paken rojas,F,25,nombre y/o apellido no concuerda con ANI
130010502,3491522609,Radu florinda,M,39,nombre y/o apellido no concuerda con ANI
886552082,9991024027,Mateo casallas,M,26,nombre y/o apellido no concuerda con ANI
270759909,9453266214,Jimena arrieta,M,40,nombres y/o apellidos ilegibles
012629940,8885948527,Mateo casallas,M,53,Sufragante no encontrado en ANI
010013003,6990818755,Ben rubiano,F,28,Sufragante no encontrado en ANI
153289801,7314644901,Santiago agudelo,M,38,Sufragante no encontrado en ANI
190580000,3873305709,Ben rubiano,F,41,Sufragante no encontrado en ANI
170199903,1091528683,Eleazar Martínez,F,48,Sufragante no encontrado en ANI
883603585,7198799886,Inna,F,32,nombres y/o apellidos ilegibles
230169920,8952985673,tony rogers,F,41,nombre y/o apellido no concuerda con ANI
050049911,3736605488,Liam rubiano,F,51,nombre y/o apellido no concuerda con ANI
160011010,9534796430,Zuzen uribe,F,58,Sufragante no encontrado en ANI
883550502,7687433807,Zuzen uribe,F,46,nombre y/o apellido no concuerda con ANI
310619906,4030420559,Víctor vega,F,29,Sufragante no encontrado en ANI
230989955,7362939270,Jimena arrieta,F,65,Sufragante no encontrado en ANI
130469902,2328345675,Safia  JOHNSON,M,30,nombre y/o apellido no concuerda con ANI
883700585,8646087130,Marta aristizabal,F,61,nombre y/o apellido no concuerda con ANI
271699927,8170453628,Eleazar Martínez,F,42,Sufragante no encontrado en ANI
050109909,1253493192,Zuzen uribe,M,44,nombres y/o apellidos ilegibles
520010603,7581539634,Lara ovalle,M,39,Sufragante no encontrado en ANI
091309909,1488034651,Víctor vega,M,48,Sufragante no encontrado en ANI
050449913,8397056315,Jimena arrieta,M,45,nombre y/o apellido no concuerda con ANI
150850000,6429235304,Fabio duque,F,52,nombres y/o apellidos ilegibles
231259970,4550421579,Mateo casallas,F,42,nombres y/o apellidos ilegibles
123009966,5220979048,Jesús diaz,F,42,nombre y/o apellido no concuerda con ANI
050379927,6733064888,Jimena arrieta,F,45,nombres y/o apellidos ilegibles
310859950,6958060628,Lara ovalle,F,56,nombre y/o apellido no concuerda con ANI
310499905,3672539471,Safia  JOHNSON,F,63,Sufragante no encontrado en ANI
270160000,7259349956,Juan García ,M,52,nombre y/o apellido no concuerda con ANI
011919924,6747960987,Santiago agudelo,M,49,Sufragante no encontrado en ANI
160011215,2470392541,Safia  JOHNSON,F,65,nombre y/o apellido no concuerda con ANI
480100203,3409783682,Juan García ,M,26,nombre y/o apellido no concuerda con ANI
310310101,5378174080,Ben rubiano,M,40,Sufragante no encontrado en ANI
110289933,4416692239,Marta aristizabal,F,65,nombres y/o apellidos ilegibles
260010402,1508755361,Liam rubiano,F,57,nombres y/o apellidos ilegibles
070670102,8083372759,Jimena arrieta,F,21,nombre y/o apellido no concuerda con ANI
170269907,4629174840,Safia  JOHNSON,M,34,nombres y/o apellidos ilegibles
886830581,3927064656,Víctor vega,F,47,nombres y/o apellidos ilegibles
282209941,4201747030,Mateo casallas,M,46,nombre y/o apellido no concuerda con ANI
071549916,6990648815,Jimena arrieta,F,22,nombres y/o apellidos ilegibles
190610103,6949555253,Adara Núñez ,M,63,Sufragante no encontrado en ANI
290409912,9949647005,Lara ovalle,M,42,nombre y/o apellido no concuerda con ANI
012809912,6797364146,Adara Núñez ,M,22,Sufragante no encontrado en ANI
150700000,4654734797,Víctor vega,F,50,nombres y/o apellidos ilegibles
012950104,6037547421,Liam rubiano,F,39,nombre y/o apellido no concuerda con ANI
160011617,4637764114,Lara ovalle,M,47,nombre y/o apellido no concuerda con ANI
290910000,8492005492,Ben rubiano,M,20,nombre y/o apellido no concuerda con ANI
520209910,1433400602,Jimena arrieta,F,42,Sufragante no encontrado en ANI
150610001,9970045142,Noah rolda,M,41,nombres y/o apellidos ilegibles
280209960,4160410078,Marta aristizabal,M,37,Sufragante no encontrado en ANI
160011168,9524151852,Fabio duque,F,42,Sufragante no encontrado en ANI
231420201,1365257301,Mateo casallas,F,42,nombres y/o apellidos ilegibles
110529911,5543805908,Liam rubiano,M,40,Sufragante no encontrado en ANI
270010601,8624293546,Fabio duque,F,22,nombres y/o apellidos ilegibles
310109904,4642950900,Adara Núñez ,M,54,nombre y/o apellido no concuerda con ANI
110109918,2647741886,tony rogers,M,32,Sufragante no encontrado en ANI
230169990,6897239673,Paken rojas,F,59,Sufragante no encontrado en ANI
010490402,5327797567,Cesar agusto,F,64,nombres y/o apellidos ilegibles
290610000,5039419552,Adara Núñez ,M,61,nombre y/o apellido no concuerda con ANI
153409801,9416835136,Adara Núñez ,M,42,nombre y/o apellido no concuerda con ANI
270079901,1368528330,Fabio duque,F,52,nombre y/o apellido no concuerda con ANI
010019801,1081492340,Paken rojas,F,53,nombres y/o apellidos ilegibles
882500202,2847646058,Paken rojas,F,28,nombre y/o apellido no concuerda con ANI
310019801,9360797874,Inna,M,35,nombre y/o apellido no concuerda con ANI
271740201,1851453597,Adara Núñez ,F,54,Sufragante no encontrado en ANI
070600000,2958490084,Paken rojas,F,33,Sufragante no encontrado en ANI
210409924,6117458598,Safia  JOHNSON,M,20,nombre y/o apellido no concuerda con ANI
170079917,7046414944,Safia  JOHNSON,M,38,Sufragante no encontrado en ANI
011219001,8706733771,Jimena arrieta,M,31,Sufragante no encontrado en ANI
160010523,1210471076,Zuzen uribe,M,31,nombres y/o apellidos ilegibles
310919909,1886900319,Lara ovalle,F,23,nombres y/o apellidos ilegibles
010012206,1189488118,Jesús diaz,M,62,nombres y/o apellidos ilegibles
170179920,8803921888,Zuzen uribe,F,28,Sufragante no encontrado en ANI
070790104,4151350520,Inna,F,55,Sufragante no encontrado en ANI
030520905,7764136319,Safia  JOHNSON,M,27,nombres y/o apellidos ilegibles
110609910,2803599131,Eleazar Martínez,F,38,nombre y/o apellido no concuerda con ANI
170319901,3043361089,Juan García ,F,38,Sufragante no encontrado en ANI
210010507,3705435471,Juan García ,F,58,nombres y/o apellidos ilegibles
070319915,3418434630,Lara ovalle,M,37,nombres y/o apellidos ilegibles
240010905,8047321890,Ben rubiano,M,37,Sufragante no encontrado en ANI
010011508,6915891418,Cesar agusto,M,54,nombre y/o apellido no concuerda con ANI
130019953,3700655273,Jesús diaz,M,26,Sufragante no encontrado en ANI
011680000,6966452671,Santiago agudelo,M,22,Sufragante no encontrado en ANI
231399927,7276670073,Mateo casallas,F,64,nombre y/o apellido no concuerda con ANI
250519918,1428927343,Noah rolda,M,30,Sufragante no encontrado en ANI
2313999H2,4777627065,Mateo casallas,F,48,Sufragante no encontrado en ANI
050449920,9669115850,Noah rolda,M,32,nombre y/o apellido no concuerda con ANI
280400202,2688863549,tony rogers,F,61,nombre y/o apellido no concuerda con ANI
883300583,2070873711,Radu florinda,F,25,nombre y/o apellido no concuerda con ANI
072770103,1917405353,Marta aristizabal,M,21,nombres y/o apellidos ilegibles
160011038,9118359073,Zuzen uribe,M,34,Sufragante no encontrado en ANI
260010706,9042963381,Jesús diaz,F,21,nombres y/o apellidos ilegibles
130339910,5943812839,Adara Núñez ,F,39,Sufragante no encontrado en ANI
271300001,9946915438,Eleazar Martínez,F,19,Sufragante no encontrado en ANI
090010503,1064707240,Liam rubiano,F,48,nombre y/o apellido no concuerda con ANI
150760203,7974735471,Ben rubiano,M,37,Sufragante no encontrado en ANI
480119950,3501769508,Jimena arrieta,F,33,Sufragante no encontrado en ANI
520439970,9986560766,Fabio duque,F,53,nombres y/o apellidos ilegibles
170049904,4215597415,Jesús diaz,F,52,nombres y/o apellidos ilegibles
310640105,5785590932,Mateo casallas,F,35,nombres y/o apellidos ilegibles
152569905,5846846826,Jimena arrieta,M,28,nombres y/o apellidos ilegibles
160011604,2749794628,tony rogers,F,43,Sufragante no encontrado en ANI
090769901,4494700268,Jesús diaz,M,54,nombre y/o apellido no concuerda con ANI
280200000,6348028049,Eleazar Martínez,M,47,Sufragante no encontrado en ANI
130379960,5423386705,Mateo casallas,F,60,nombre y/o apellido no concuerda con ANI
460409920,7418217861,Víctor vega,F,53,Sufragante no encontrado en ANI
2313999N6,2514602140,Mateo casallas,M,28,Sufragante no encontrado en ANI
291039909,3617102073,tony rogers,M,58,nombres y/o apellidos ilegibles
260109910,3399165187,Juan García ,F,21,nombre y/o apellido no concuerda con ANI
883302082,7110094879,Víctor vega,F,63,Sufragante no encontrado en ANI
050010201,1620626698,Fabio duque,F,27,nombre y/o apellido no concuerda con ANI
110319942,6209868719,Santiago agudelo,F,44,nombres y/o apellidos ilegibles
270010403,2792819948,Zuzen uribe,F,45,Sufragante no encontrado en ANI
011210603,9320014345,Zuzen uribe,M,53,nombres y/o apellidos ilegibles
270010302,6693563422,Paken rojas,M,44,Sufragante no encontrado en ANI
128009923,4796704056,Cesar agusto,F,65,nombre y/o apellido no concuerda con ANI
460010104,4260203332,Safia  JOHNSON,M,18,Sufragante no encontrado en ANI
120750205,5131723847,Jimena arrieta,M,43,nombre y/o apellido no concuerda con ANI
